INTERNAL_CODE	KEYWORD	LABEL	CODELIST_ID	TERM_ID	KEYWORD_TYPE	TERM_NAME	SYNONYM_TYPE	SOURCE
285	oral in gelatine capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
286	oral route (capsules)	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
287	oral via gelatin capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
288	oral via hard shell gelatin capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
289	oral, by gelatin capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
290	oral, by gelatine capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
291	oral, capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
292	oral, enteric-coated pellets	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
293	oral, in capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
294	oral, in gelatine capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
295	oral, once daily	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
296	oral, twice daily	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
297	oral/gelatin capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
298	oralin capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
299	orally	ROUTE	C66729	C38288	SYNONYM	ORAL	EXACT	VX
300	orally (gavage of capsule)	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
301	orally by capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
302	orally by capsule, once daily	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
303	orally by capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
304	orally in capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
305	orally in gelatin capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
306	orally in gelatine capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
307	orally in gelatine capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
308	orally via gelatin capsule	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
309	orally with gelatine capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	NARROW	VX
310	oraly in capsules	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
311	orat	ROUTE	C66729	C38288	SYNONYM	ORAL	RELATED	VX
312	oropharyngeal	ROUTE	C66729	C38289	PRIMARY	 	 	 
313	parenteral	ROUTE	C66729	C38291	PRIMARY	 	 	 
314	parenteral i.v.	ROUTE	C66729	C38291	SYNONYM	PARENTERAL	EXACT	VX
315	parenteral i.v. (0.1 ml/100 g body weight/day)	ROUTE	C66729	C38291	SYNONYM	PARENTERAL	RELATED	VX
316	periarticular	ROUTE	C66729	C38292	PRIMARY	 	 	 
317	perineural	ROUTE	C66729	C38293	PRIMARY	 	 	 
318	periodontal	ROUTE	C66729	C38294	PRIMARY	 	 	 
319	rectal	ROUTE	C66729	C38295	PRIMARY	 	 	 
320	rectal (suppositoria)	ROUTE	C66729	C38295	SYNONYM	RECTAL	RELATED	VX
321	rectal gavage	ROUTE	C66729	C38295	SYNONYM	RECTAL	RELATED	VX
322	rectal suppositoria	ROUTE	C66729	C38295	SYNONYM	RECTAL	RELATED	VX
323	retrobulbar	ROUTE	C66729	C38296	PRIMARY	 	 	 
324	subarachnoid	ROUTE	C66729	C38297	PRIMARY	 	 	 
325	subarachnoidal	ROUTE	C66729	C38297	SYNONYM	SUBARACHNOID	EXACT	VX
326	subconjunctival	ROUTE	C66729	C38298	PRIMARY	 	 	 
327	subcutaneous	ROUTE	C66729	C38299	PRIMARY	 	 	 
328	subcutaneous  injection	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
329	subcutaneous bolus injection	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	EXACT	VX
330	subcutaneous by osmotic minipump	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
331	subcutaneous implantation	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
332	subcutaneous infusion	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	NARROW	VX
333	subcutaneous injection	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
334	subcutaneous minipump infusion	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	NARROW	VX
335	subcutaneous(injection)	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
336	subcutaneous, as microspheres (65:35 plg-cooh)	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	NARROW	VX
337	subcutaneous, as microspheres (75:25 plg-cooh)	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	NARROW	VX
338	subcutaneously	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	EXACT	VX
339	subcutaneously, in the neck region	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	NARROW	VX
340	subcutaneuos	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
341	subcutanous	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	EXACT	VX
342	subcutanous injection	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	EXACT	VX
343	subutaneus	ROUTE	C66729	C38299	SYNONYM	SUBCUTANEOUS	RELATED	VX
344	sublingual	ROUTE	C66729	C38300	PRIMARY	 	 	 
345	submucosal	ROUTE	C66729	C38301	PRIMARY	 	 	 
346	topical	ROUTE	C66729	C38304	PRIMARY	 	 	 
347	transdermal	ROUTE	C66729	C38305	PRIMARY	 	 	 
348	transplacental	ROUTE	C66729	C38307	PRIMARY	 	 	 
349	transtracheal	ROUTE	C66729	C38308	PRIMARY	 	 	 
350	transtympanic	ROUTE	C66729	C38309	PRIMARY	 	 	 
351	unassigned	ROUTE	C66729	C38310	PRIMARY	 	 	 
352	combinding inhalation and subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
353	combining inhalation and subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
354	iv (0.1 ml/100 g b.w./day) in combination with or (2 ml/100 g b.w./day)	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
355	inhalation + subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
356	inhalation + subcutaneous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
357	intranasal (for first 2 weeks) and oral (gavage) (for next 2 weeks)	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
358	intravenous infusions, subcutaneous injections	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
359	nasal inhalation (4h) followed by a subcutaneous injection 1 h post inhalation	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
360	nasal inhalation/subcutaneous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
361	oral and nasal	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
362	oral and subcutaneous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
363	oral and subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
364	oral gavage (dexametason); intravenous (gga_iris_ser013)	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
365	oral gavage plus subcutaneous dosing	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
366	oral gavage, subcutaneous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
367	oral gavage/subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
368	oral, by gavage and intravenous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
369	oral, by gavage/intravenous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
370	oral/intravenous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
371	oral/subcutaneous	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
372	oral/subcutaneous injection	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
373	orally: through the diet/intranasally: via nose drops	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
374	subcutaneously and rectally	ROUTE	C66729	C38310	SYNONYM	UNASSIGNED	RELATED	VX
375	unknown	ROUTE	C66729	C38311	PRIMARY	 	 	 
376	not available	ROUTE	C66729	C38311	SYNONYM	UNKNOWN	EXACT	VX
377	unreported	ROUTE	C66729	C38311	SYNONYM	UNKNOWN	EXACT	VX
378	ureteral	ROUTE	C66729	C38312	PRIMARY	 	 	 
379	vaginal	ROUTE	C66729	C38313	PRIMARY	 	 	 
380	dermal, vaginal	ROUTE	C66729	C38313	SYNONYM	VAGINAL	RELATED	VX
381	intravaginal	ROUTE	C66729	C38313	SYNONYM	VAGINAL	RELATED	VX
382	electro-osmosis	ROUTE	C66729	C38633	PRIMARY	 	 	 
383	cutaneous	ROUTE	C66729	C38675	PRIMARY	 	 	 
384	dermal	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	EXACT	VX
385	dermal (micropipette)	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	NARROW	VX
386	dermal aplication	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	EXACT	VX
387	dermal application	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	EXACT	VX
388	dermal application about 10% of the total skin surface	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	RELATED	VX
389	dermal patch	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	NARROW	VX
390	dermal, 30-min application	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	NARROW	VX
391	dermal, scarified	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	RELATED	VX
392	dermally to intact skin	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	EXACT	VX
393	skin (patch)	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	NARROW	VX
394	skin application for 18-20 h daily	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	RELATED	VX
395	topical application	ROUTE	C66729	C38675	SYNONYM	CUTANEOUS	EXACT	VX
396	percutaneous	ROUTE	C66729	C38676	PRIMARY	 	 	 
397	peridural	ROUTE	C66729	C38677	PRIMARY	 	 	 
398	not applicable	ROUTE	C66729	C48623	PRIMARY	 	 	 
399	oromucosal	ROUTE	C66729	C64906	PRIMARY	 	 	 
400	intracameral	ROUTE	C66729	C64984	PRIMARY	 	 	 
401	intrastomal	ROUTE	C66729	C65138	PRIMARY	 	 	 
402	dietary	ROUTE	C66729	C78373	PRIMARY	 	 	 
403	diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
404	diet (altromin 1321 meal)	ROUTE	C66729	C78373	SYNONYM	DIETARY	NARROW	VX
405	diet (altromin¿ 1321 meal)	ROUTE	C66729	C78373	SYNONYM	DIETARY	NARROW	VX
406	dietary admixture	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
407	drinking water	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
408	feed	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
409	feed admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
410	feed-admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
411	ground diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
412	in feed	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
413	oral (feed admix)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
414	oral (ndd diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	NARROW	VX
415	oral (admixture with the diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
416	oral (aqueous solution)	ROUTE	C66729	C78373	SYNONYM	DIETARY	NARROW	VX
417	oral (diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
418	oral (dietary admix)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
419	oral (dietary admixture)	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
420	oral (dietary)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
421	oral (feed)	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
422	oral (in feed admixtures)	ROUTE	C66729	C78373	SYNONYM	DIETARY	NARROW	VX
423	oral (in feed)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
424	oral (in the diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
425	oral by dietary admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
426	oral by dietary admixture	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
427	oral diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
428	oral dietary	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
429	oral drinking	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
430	oral feeding	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
431	oral in diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
432	oral in drinking water	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
433	oral in feed	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
434	oral in food	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
435	oral in the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
436	oral on diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
437	oral via drinking water	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
438	oral(diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
439	oral, dietary admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
440	oral, by dietary admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
441	oral, in diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
442	orally  in the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
443	orally (in the diet)	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
444	orally as a dietary admix	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
445	orally by incorporation into the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
446	orally in diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
447	orally in drinking water	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
448	orally in feed	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
449	orally in the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
450	orally in the food	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
451	orally through the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
452	orally via dietary admixture	ROUTE	C66729	C78373	SYNONYM	DIETARY	EXACT	VX
453	orally with feed	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
454	orally, via incorporation into the diet	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
455	via the food	ROUTE	C66729	C78373	SYNONYM	DIETARY	RELATED	VX
456	oral gavage	ROUTE	C66729	C78374	PRIMARY	 	 	 
457	by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
458	forced oral	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
459	gastric intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
460	gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
461	naso-oesophageal	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
462	oesophageal gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
463	oral  by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
464	oral  gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
465	oral (gavage)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
466	oral (stomach tube)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
467	oral (by gavage)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
468	oral (by intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
469	oral (by stomach tube)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
470	oral (esophageal intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
471	oral (gastric tube)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
472	oral (gavage )	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
473	oral (gavage tube)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
474	oral (gavage using a plastic cannula)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
475	oral (intragastric intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
476	oral (intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
477	oral , by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
478	oral intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
479	oral by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
480	oral by gavage (1 ml/100 g body weight/day)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
481	oral by gavage, twice daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
482	oral by stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
483	oral gavage (0.5 ml per 100g body weight)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
484	oral gavage (1 ml/100 g body weight)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
485	oral gavage (flexible cannula)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
486	oral gavage (intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
487	oral gavage once daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
488	oral gavage, once daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
489	oral gavage, twice daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
490	oral gvage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
491	oral via gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
492	oral via intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
493	oral via stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
494	oral(intragastric)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
495	oral(intubation)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
496	oral, be gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
497	oral, by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
498	oral, by hpmc capsules	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
499	oral, by intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
500	oral, by gastric intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
501	oral, by gavage with long catheter	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
502	oral, by gavage with short catheter	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
503	oral, by gavage, once daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
504	oral, by gavage, twice daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
505	oral, by gavage.	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
506	oral, by stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
507	oral, esophageal intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
508	oral, gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
509	oral, gavage using a plastic cannula	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
510	oral, naso-esophagial intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
511	oral, with stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
512	oral, with the aid of a metal rodent intubator	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
513	oral: esophageal intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
514	oral: naso-oesophageal intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
515	oraliy by gavage (gastric catheter)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
516	orally (by gavage)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
517	orally by a stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
518	orally by gastric intubation,	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
519	orally by gastric tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
520	orally by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
521	orally by gavage (0.8 ml/100 g b. w./day)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
522	orally by gavage as a suspension (1 ml/100g b.w./day); orally through the food	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
523	orally by gavage as a suspension, daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
524	orally by gavage once a day	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
525	orally by gavage once daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
526	orally by gavage, once daily	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
527	orally by intubation	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
528	orally by stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
529	orally via gastric tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
530	orally via gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
531	orally with a stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
532	orally, by gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
533	orally, by gavage, as suspension	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
534	orally/gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	EXACT	VX
535	po (gavage)	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
536	per os / gavage	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
537	stomach tube	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	NARROW	VX
538	p.o.	ROUTE	C66729	C78374	SYNONYM	ORAL GAVAGE	RELATED	VX
539	subtenon	ROUTE	C66729	C94636	PRIMARY	 	 	 
540	f	SEXPOP	C66732	C16576	PRIMARY	 	 	 
541	female	SEXPOP	C66732	C16576	SYNONYM	F	EXACT	VX
542	females	SEXPOP	C66732	C16576	SYNONYM	F	EXACT	VX
543	female fasted rats	SEXPOP	C66732	C16576	SYNONYM	F	NARROW	VX
544	female non-fasted rats	SEXPOP	C66732	C16576	SYNONYM	F	NARROW	VX
545	female|fasted rats	SEXPOP	C66732	C16576	SYNONYM	F	NARROW	VX
546	female|non-fasted rats	SEXPOP	C66732	C16576	SYNONYM	F	NARROW	VX
547	m	SEXPOP	C66732	C20197	PRIMARY	 	 	 
548	male	SEXPOP	C66732	C20197	SYNONYM	M	EXACT	VX
549	males	SEXPOP	C66732	C20197	SYNONYM	M	EXACT	VX
550	both	SEXPOP	C66732	C49636	PRIMARY	 	 	 
551	male and famale	SEXPOP	C66732	C49636	SYNONYM	BOTH	RELATED	VX
552	male and female	SEXPOP	C66732	C49636	SYNONYM	BOTH	EXACT	VX
553	males and females	SEXPOP	C66732	C49636	SYNONYM	BOTH	EXACT	VX
554	pepsinogen	LBTEST	C67154	C100122	PRIMARY	 	 	 
555	pepsng	LBTEST	C67154	C100122	SYNONYM	Pepsinogen	EXACT	SEND
556	sideroblast	LBTEST	C67154	C100418	PRIMARY	 	 	 
557	blstsid	LBTEST	C67154	C100418	SYNONYM	Sideroblast	EXACT	SEND
558	ringed sideroblasts	LBTEST	C67154	C100419	PRIMARY	 	 	 
559	blstrsid	LBTEST	C67154	C100419	SYNONYM	Ringed Sideroblasts	EXACT	SEND
560	tricyclic antidepressants	LBTEST	C67154	C100420	PRIMARY	 	 	 
561	trcyandp	LBTEST	C67154	C100420	SYNONYM	Tricyclic Antidepressants	EXACT	SEND
562	ecarin clotting time	LBTEST	C67154	C100422	PRIMARY	 	 	 
563	clottime	LBTEST	C67154	C100422	SYNONYM	Ecarin Clotting Time	RELATED	VX
564	clotting time	LBTEST	C67154	C100422	SYNONYM	Ecarin Clotting Time	RELATED	VX
565	clotting time (clot)	LBTEST	C67154	C100422	SYNONYM	Ecarin Clotting Time	EXACT	VX
566	ect	LBTEST	C67154	C100422	SYNONYM	Ecarin Clotting Time	EXACT	SEND
567	complement ch50	LBTEST	C67154	C100423	PRIMARY	 	 	 
568	ch50	LBTEST	C67154	C100423	SYNONYM	Complement CH50	EXACT	SEND
569	platelet hematocrit	LBTEST	C67154	C100424	PRIMARY	 	 	 
570	plathct	LBTEST	C67154	C100424	SYNONYM	Platelet Hematocrit	EXACT	SEND
571	platelet crit	LBTEST	C67154	C100424	SYNONYM	Platelet Hematocrit	EXACT	VX
572	platelet crit (pct)	LBTEST	C67154	C100424	SYNONYM	Platelet Hematocrit	EXACT	VX
573	plateletcrit (pct)	LBTEST	C67154	C100424	SYNONYM	Platelet Hematocrit	RELATED	VX
574	hdl cholesterol/ldl cholesterol ratio	LBTEST	C67154	C100425	PRIMARY	 	 	 
575	hdlcldlc	LBTEST	C67154	C100425	SYNONYM	HDL Cholesterol/LDL Cholesterol Ratio	EXACT	SEND
576	beta-trace protein	LBTEST	C67154	C100426	PRIMARY	 	 	 
577	btp	LBTEST	C67154	C100426	SYNONYM	Beta-Trace Protein	EXACT	SEND
578	apolipoprotein c2	LBTEST	C67154	C100427	PRIMARY	 	 	 
