INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF	SEND_DOMAIN_CODE	SEND_DOMAIN_DESC
152	decreased/shallow/gasping respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
153	effects on respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
154	respiration - other (on removal from cage)	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
155	increased respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
156	accelerated ans irregular respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
157	respiration - irregular 7.5 h. after dosing	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
158	respiration: irregular	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
159	respiration - irregular	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
160	increased breathing	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
161	breathing with open mouth	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
162	irregular breathing 17-25 min. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
163	irregular breathing 1.5 h. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
164	abnormal respiration, sporadic	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
165	irregular breathing 20-25 min. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
166	irregular breathing 1 h. post infusion	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
167	irregular breathing	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
168	breathing shallow	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
169	irregilar breathing 10 minutes after treatment	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
170	breathing: shallow	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
171	disturbances in respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
172	irregular resporation	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
173	irregular respiration within 20 min after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
174	breathing decreased	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
175	irregular respiration, sporadic	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
176	irregular respiration in the morning	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
177	irregular respiration (from the first 15 min. post dose up to 30 min. post dose)	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
178	breathing irregularities	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
179	decreased/deep respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
180	resp.irregular	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
181	breathing irregular	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
182	breathing - irregular	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
183	resp irregul	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
184	irregular breathing, immediately after dosing	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
185	breathing abnormalities	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
186	irregular rate/depth respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
187	breathing abnormal	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
188	abnormal respiration/rales	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
189	irregular breathing during dosing	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
190	breathing affected (increased rate, reduced depth or irregular)	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
191	irregular breathing immediately after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
192	irregular breathing 3 to 6 h. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
193	abnormal respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
194	irregular breathing 40-45 min. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
195	abnormal respiration (reduced rate; increased depth)	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
196	respiratory symptoms	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
197	irregular breathing 30 min. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
198	irregular breathing 35-40 min. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
199	irregular respiration (during the first 15 min. post dose)	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
200	respiratory disturbances	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
201	irregular respiration 6-7 h. after dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
202	irregular respiration after 15 min. post dose	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
203	irregular respiration,	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
204	irregular respiration	RESPIRATORY_FINDINGS_DOMAIN	ILO:0000011	SYNONYM	RELATED [VX]	ILO:0000007	 	RE	RESPIRATORY_FINDINGS_DOMAIN
205	feces/urine	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000012	NAME	 	ILO:0000001	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
206	urine	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000012	SYNONYM	EXACT [VX]	ILO:0000001	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
207	abnormal urine	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000012	SYNONYM	EXACT [VX]	ILO:0000001	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
208	feces and urines	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000012	SYNONYM	EXACT [VX]	ILO:0000001	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
209	abnormal feces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	NAME	 	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
210	abnormal faeces	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
211	abnormal stool (discolored,mucoid/watery/soft and/or scant/absent)	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
212	abrormalities in defecation	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
213	abnormal defecation	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
214	fecal changes, sporadic	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
215	fecal changes	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
216	altered faecal colour and consistency	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
217	faeces abnormal	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000013	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
218	abnormal feeding behaviour	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000014	NAME	 	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
219	abnormal feeding behavior	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000014	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
220	posture	CLINICAL_DOMAIN	ILO:0000015	NAME	 	ILO:0000001	 	CL	CLINICAL_DOMAIN
221	abnormal posture	CLINICAL_DOMAIN	ILO:0000016	NAME	 	ILO:0000015	 	CL	CLINICAL_DOMAIN
222	body posture altered	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
223	body low to the ground	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
224	swaying posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
225	low body posture/prostration	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
226	low body posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
227	crouched posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
228	low carriage (before removal from cage)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
229	tilted posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
230	flat posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
231	low posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
232	flattened a nd splayed body posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
233	flattened body posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
234	flat body posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
235	abnormal body position	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
236	behavior/appearance, prostrate, after dosing	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
237	close to cage floor	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
238	flattened posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
239	prone	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
240	body posture altered, flattened	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
241	body posture altered flattened	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
242	abnormal prone or lateral position	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
243	body posture altered. standing against cage wall	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
244	body posture flattened	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
245	altered body posture	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
246	posture unusual (standing with support legs)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
247	body posture-flattened	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
248	posture - prostrate (open field)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
249	transient prostration	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
250	altered body posture (flattened and/or splayed, or head hanged down)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
251	posture - low carriage (open field)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
252	low carriage  (before removal from cage)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
253	abnormal posture (standing with support forelegs against the wall)	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
254	postural changes	CLINICAL_DOMAIN	ILO:0000016	SYNONYM	RELATED [VX]	ILO:0000015	 	CL	CLINICAL_DOMAIN
255	reproductive finding	FERTILITY_DOMAIN	ILO:0000017	NAME	 	ILO:0000001	 	FE	FERTILITY_DOMAIN
256	aborted	FERTILITY_DOMAIN	ILO:0000018	NAME	 	ILO:0000017	 	FE	FERTILITY_DOMAIN
257	abortion	FERTILITY_DOMAIN	ILO:0000018	SYNONYM	RELATED [VX]	ILO:0000017	 	FE	FERTILITY_DOMAIN
258	administration/collection site	CLINICAL_DOMAIN	ILO:0000019	NAME	 	ILO:0000001	 	CL	CLINICAL_DOMAIN
259	abrasion	CLINICAL_DOMAIN	ILO:0000020	NAME	 	ILO:0000019	 	CL	CLINICAL_DOMAIN
260	fore pah abrasions	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
261	fore paw abrasion/ s	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
262	mild abrasion to left leg	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
263	right knee abrasion 0.5 cm diameter	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
264	laceration(s) - snout	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
265	pelage/skin; abrasion(s)	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
266	lacerations	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
267	inside of right knee/thigh 2 cm scratch - multiple 0.25 cm sratches	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
268	very small cuts and abrasions on both forelimbs	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
269	inside of left thigh 1 cm-0.5 cm sratches	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
270	very small cuts and abrasions on both ears	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
271	dermal scoring/l.side dose denuded area	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
272	dermal scoring/l.side denuded area	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
273	abrasion between toes of left forelimb	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
274	abrasion or laceration	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
275	abrasion to bleed site	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
276	abrasion to right side of back	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
277	dermal scoring/r.side denuded area	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
278	small cuts and abrasions on both ears	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
279	wet skin abrasion	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
280	severe skin abrasions	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
281	severe skin abrasions, upper dorsal thorax	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	RELATED [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
282	abrasions	CLINICAL_DOMAIN	ILO:0000020	SYNONYM	EXACT [VX]	ILO:0000019	 	CL	CLINICAL_DOMAIN
283	skin/fur	CLINICAL_DOMAIN	ILO:0000021	NAME	 	ILO:0000001	 	CL	CLINICAL_DOMAIN
284	abrasion dry	CLINICAL_DOMAIN	ILO:0000022	NAME	 	ILO:0000021	 	CL	CLINICAL_DOMAIN
285	skin abrasion-dry (tail)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
286	skin, abrasion dry, forelimb/arm, left	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
287	skin abrasion dry	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
288	skin abrasion: dry, upper dorsal thorax	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
289	skin dry abrasion	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
290	skin, abrasion dry, muzzle	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
291	skin, abrasion dry, hindlimb/leg, left	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
292	skin, abrasion dry, nose	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
293	skin, abrasion dry, hindlimb/leg (right)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
294	skin, abrasion dry, hindpaws/feet	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
295	skin, abrasion dry, hindlimb/leg (left)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
296	skin, abrasion dry, lower lip	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
297	skin, abrasion dry, hindlimb/leg (left),	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
298	skin, abrasion dry, hindpaw/foot (left)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
299	skin, abrasion dry, scrotum	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
300	skin, abrasion dry, hindpaw/foot, right	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
301	skin, abrasion dry, tail	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
302	skin abrasion, dry, nose, slight	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
303	skin, abrasion dry, hindlimb/leg, right	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
304	skin, abrasion dry, hindlimbs/legs	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
305	skin, abrasion dry, pinna, left	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
306	skin, abrasion dry, forelimbs/arms	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
307	skin abrasion, dry, upper dorsal thorax	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
308	skin, abrasion dry, forepaw/hand (left)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
309	skin, abrasion dry, upper dorsal thorax, right	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
310	skin, abrasion dry, forelimb/arm (right)	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
311	skin abrasion dry, upper dorsal thorax	CLINICAL_DOMAIN	ILO:0000022	SYNONYM	RELATED [VX]	ILO:0000021	 	CL	CLINICAL_DOMAIN
