INTERNAL_CODE	KEYWORD	LABEL	SUB_LABEL	OID	EXT_CODE_ID	KEYWORD_TYPE
201	Cecum	LOC_CECUM_ANATOMICAL LOCATION	CECUM	LOC	C12381	PRIMARY
202	Celiac Axis Lymph Node	LOC_CELIAC LYMPH NODE_ANATOMICAL LOCATION	CELIAC_LYMPH_NODE	LOC	C65166	SYNONYM
203	Celiac Lymph Node	LOC_CELIAC LYMPH NODE_ANATOMICAL LOCATION	CELIAC_LYMPH_NODE	LOC	C65166	SYNONYM
204	Celiac Lymph Node	LOC_CELIAC LYMPH NODE_ANATOMICAL LOCATION	CELIAC_LYMPH_NODE	LOC	C65166	PRIMARY
205	Central Nervous System	LOC_CENTRAL NERVOUS SYSTEM_ANATOMICAL LOCATION	CENTRAL_NERVOUS_SYSTEM	LOC	C12438	PRIMARY
206	Vena Cephalica	LOC_CEPHALIC VEIN_ANATOMICAL LOCATION	CEPHALIC_VEIN	LOC	C32286	SYNONYM
207	Cephalic Vein	LOC_CEPHALIC VEIN_ANATOMICAL LOCATION	CEPHALIC_VEIN	LOC	C32286	PRIMARY
208	Cerebellum	LOC_CEREBELLUM_ANATOMICAL LOCATION	CEREBELLUM	LOC	C12445	PRIMARY
209	Cerebral Artery	LOC_CEREBRAL ARTERY_ANATOMICAL LOCATION	CEREBRAL_ARTERY	LOC	C12691	PRIMARY
210	Cerebral Cortex	LOC_CEREBRAL CORTEX_ANATOMICAL LOCATION	CEREBRAL_CORTEX	LOC	C12443	SYNONYM
211	Cerebral Cortex	LOC_CEREBRAL CORTEX_ANATOMICAL LOCATION	CEREBRAL_CORTEX	LOC	C12443	PRIMARY
212	Left Cerebral Hemisphere	LOC_CEREBRAL HEMISPHERE, LEFT_ANATOMICAL LOCATION	CEREBRAL_HEMISPHERE,_LEFT	LOC	C32955	PRIMARY
213	Right Cerebral Hemisphere	LOC_CEREBRAL HEMISPHERE, RIGHT_ANATOMICAL LOCATION	CEREBRAL_HEMISPHERE,_RIGHT	LOC	C33472	PRIMARY
214	Cerebral Subcortex	LOC_CEREBRAL SUBCORTEX_ANATOMICAL LOCATION	CEREBRAL_SUBCORTEX	LOC	C98712	SYNONYM
215	Cerebral Subcortex	LOC_CEREBRAL SUBCORTEX_ANATOMICAL LOCATION	CEREBRAL_SUBCORTEX	LOC	C98712	PRIMARY
216	Cerebral Vein	LOC_CEREBRAL VEIN_ANATOMICAL LOCATION	CEREBRAL_VEIN	LOC	C53037	PRIMARY
217	Cerebral Hemisphere	LOC_CEREBRUM_ANATOMICAL LOCATION	CEREBRUM	LOC	C12351	PRIMARY
218	Cervical Lymph Node	LOC_CERVICAL LYMPH NODE_ANATOMICAL LOCATION	CERVICAL_LYMPH_NODE	LOC	C32298	PRIMARY
219	Cervical Spine	LOC_CERVICAL SPINE_ANATOMICAL LOCATION	CERVICAL_SPINE	LOC	C69313	PRIMARY
220	Cervical Vertebra	LOC_CERVICAL VERTEBRA_ANATOMICAL LOCATION	CERVICAL_VERTEBRA	LOC	C12693	PRIMARY
221	Cervix Uteri	LOC_CERVIX UTERI_ANATOMICAL LOCATION	CERVIX_UTERI	LOC	C12311	SYNONYM
222	Uterine Cervix	LOC_CERVIX UTERI_ANATOMICAL LOCATION	CERVIX_UTERI	LOC	C12311	SYNONYM
223	Cervix Uteri	LOC_CERVIX UTERI_ANATOMICAL LOCATION	CERVIX_UTERI	LOC	C12311	PRIMARY
224	Cheek	LOC_CHEEK_ANATOMICAL LOCATION	CHEEK	LOC	C13070	PRIMARY
225	Chest	LOC_CHEST_ANATOMICAL LOCATION	CHEST	LOC	C25389	SYNONYM
226	Chest	LOC_CHEST_ANATOMICAL LOCATION	CHEST	LOC	C25389	PRIMARY
227	Chest Wall	LOC_CHEST WALL_ANATOMICAL LOCATION	CHEST_WALL	LOC	C62484	SYNONYM
228	Chest Wall	LOC_CHEST WALL_ANATOMICAL LOCATION	CHEST_WALL	LOC	C62484	PRIMARY
229	Mentum	LOC_CHIN_ANATOMICAL LOCATION	CHIN	LOC	C81169	PRIMARY
230	Choroid	LOC_CHOROID_ANATOMICAL LOCATION	CHOROID	LOC	C12344	PRIMARY
231	Choroid Plexus	LOC_CHOROID PLEXUS_ANATOMICAL LOCATION	CHOROID_PLEXUS	LOC	C12694	PRIMARY
232	Ciliary Body	LOC_CILIARY BODY_ANATOMICAL LOCATION	CILIARY_BODY	LOC	C12345	PRIMARY
233	Cingulate Cortex	LOC_CINGULATE CORTEX_ANATOMICAL LOCATION	CINGULATE_CORTEX	LOC	C52713	PRIMARY
234	CIRC AV	LOC_CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY_ANATOMICAL LOCATION	CIRCUMFLEX_ARTERY_AV_GROOVE_CONTINUATION_ARTERY	LOC	C102287	SYNONYM
235	CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY SEGMENT	LOC_CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY_ANATOMICAL LOCATION	CIRCUMFLEX_ARTERY_AV_GROOVE_CONTINUATION_ARTERY	LOC	C102287	SYNONYM
236	Circumflex Artery AV Groove Continuation Artery	LOC_CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY_ANATOMICAL LOCATION	CIRCUMFLEX_ARTERY_AV_GROOVE_CONTINUATION_ARTERY	LOC	C102287	PRIMARY
237	Circumflex Artery and its Branches	LOC_CIRCUMFLEX, OBTUSE MARGINALS, LEFT POSTEROLETERAL AND LEFT POSTERIOR DESCENDING ARTERY BRANCHES_ANATOMICAL LOCATION	CIRCUMFLEX,_OBTUSE_MARGINALS,_LEFT_POSTEROLETERAL_AND_LEFT_POSTERIOR_DESCENDING_ARTERY_BRANCHES	LOC	C102286	PRIMARY
238	Clavicle	LOC_CLAVICLE_ANATOMICAL LOCATION	CLAVICLE	LOC	C12695	PRIMARY
239	Clitoris	LOC_CLITORIS_ANATOMICAL LOCATION	CLITORIS	LOC	C12308	PRIMARY
240	Coccygeal Vertebra	LOC_COCCYGEAL VERTEBRA_ANATOMICAL LOCATION	COCCYGEAL_VERTEBRA	LOC	C32334	SYNONYM
241	Coccygeal Vertebra	LOC_COCCYGEAL VERTEBRA_ANATOMICAL LOCATION	COCCYGEAL_VERTEBRA	LOC	C32334	PRIMARY
242	Coccyx	LOC_COCCYX_ANATOMICAL LOCATION	COCCYX	LOC	C12696	SYNONYM
243	Coccyx	LOC_COCCYX_ANATOMICAL LOCATION	COCCYX	LOC	C12696	PRIMARY
244	Colon	LOC_COLON_ANATOMICAL LOCATION	COLON	LOC	C12382	PRIMARY
245	Ascending Colon	LOC_COLON, ASCENDING_ANATOMICAL LOCATION	COLON,_ASCENDING	LOC	C12265	SYNONYM
246	Ascending Colon	LOC_COLON, ASCENDING_ANATOMICAL LOCATION	COLON,_ASCENDING	LOC	C12265	PRIMARY
247	Descending Colon	LOC_COLON, DESCENDING_ANATOMICAL LOCATION	COLON,_DESCENDING	LOC	C12268	SYNONYM
248	Descending Colon	LOC_COLON, DESCENDING_ANATOMICAL LOCATION	COLON,_DESCENDING	LOC	C12268	PRIMARY
249	Hepatic Flexure	LOC_COLON, HEPATIC FLEXURE_ANATOMICAL LOCATION	COLON,_HEPATIC_FLEXURE	LOC	C12266	SYNONYM
250	Right Colic Flexure	LOC_COLON, HEPATIC FLEXURE_ANATOMICAL LOCATION	COLON,_HEPATIC_FLEXURE	LOC	C12266	SYNONYM
251	Hepatic Flexure	LOC_COLON, HEPATIC FLEXURE_ANATOMICAL LOCATION	COLON,_HEPATIC_FLEXURE	LOC	C12266	PRIMARY
252	Left Colon	LOC_COLON, LEFT_ANATOMICAL LOCATION	COLON,_LEFT	LOC	C33929	SYNONYM
253	Left Colon	LOC_COLON, LEFT_ANATOMICAL LOCATION	COLON,_LEFT	LOC	C33929	PRIMARY
254	Rectosigmoid Colon	LOC_COLON, RECTOSIGMOID_ANATOMICAL LOCATION	COLON,_RECTOSIGMOID	LOC	C103438	PRIMARY
255	Right Colon	LOC_COLON, RIGHT_ANATOMICAL LOCATION	COLON,_RIGHT	LOC	C12383	SYNONYM
256	Right Colon	LOC_COLON, RIGHT_ANATOMICAL LOCATION	COLON,_RIGHT	LOC	C12383	PRIMARY
257	Sigmoid Colon	LOC_COLON, SIGMOID_ANATOMICAL LOCATION	COLON,_SIGMOID	LOC	C12384	SYNONYM
258	Sigmoid Colon	LOC_COLON, SIGMOID_ANATOMICAL LOCATION	COLON,_SIGMOID	LOC	C12384	PRIMARY
259	Left Colic Flexure	LOC_COLON, SPLENIC FLEXURE_ANATOMICAL LOCATION	COLON,_SPLENIC_FLEXURE	LOC	C12267	SYNONYM
260	Splenic Flexure	LOC_COLON, SPLENIC FLEXURE_ANATOMICAL LOCATION	COLON,_SPLENIC_FLEXURE	LOC	C12267	SYNONYM
261	Splenic Flexure	LOC_COLON, SPLENIC FLEXURE_ANATOMICAL LOCATION	COLON,_SPLENIC_FLEXURE	LOC	C12267	PRIMARY
262	Transverse Colon	LOC_COLON, TRANSVERSE_ANATOMICAL LOCATION	COLON,_TRANSVERSE	LOC	C12385	SYNONYM
263	Transverse Colon	LOC_COLON, TRANSVERSE_ANATOMICAL LOCATION	COLON,_TRANSVERSE	LOC	C12385	PRIMARY
264	Common Femoral Artery	LOC_COMMON FEMORAL ARTERY_ANATOMICAL LOCATION	COMMON_FEMORAL_ARTERY	LOC	C32354	PRIMARY
265	Common Femoral Vein	LOC_COMMON FEMORAL VEIN_ANATOMICAL LOCATION	COMMON_FEMORAL_VEIN	LOC	C154771	PRIMARY
266	Common Iliac Artery	LOC_COMMON ILIAC ARTERY_ANATOMICAL LOCATION	COMMON_ILIAC_ARTERY	LOC	C32357	PRIMARY
267	Common Iliac Lymph Node	LOC_COMMON ILIAC LYMPH NODE_ANATOMICAL LOCATION	COMMON_ILIAC_LYMPH_NODE	LOC	C103384	PRIMARY
268	Conjunctiva	LOC_CONJUNCTIVA_ANATOMICAL LOCATION	CONJUNCTIVA	LOC	C12341	PRIMARY
269	Cornea	LOC_CORNEA_ANATOMICAL LOCATION	CORNEA	LOC	C12342	PRIMARY
270	Corneal Endothelium	LOC_CORNEAL ENDOTHELIUM_ANATOMICAL LOCATION	CORNEAL_ENDOTHELIUM	LOC	C12707	PRIMARY
271	Corneal Epithelium	LOC_CORNEAL EPITHELIUM_ANATOMICAL LOCATION	CORNEAL_EPITHELIUM	LOC	C12928	PRIMARY
272	Corneal Stroma	LOC_CORNEAL STROMA_ANATOMICAL LOCATION	CORNEAL_STROMA	LOC	C12699	PRIMARY
273	Coronary Artery	LOC_CORONARY ARTERY_ANATOMICAL LOCATION	CORONARY_ARTERY	LOC	C12843	PRIMARY
274	Anterior Descending Coronary Artery	LOC_CORONARY ARTERY, ANTERIOR DESCENDING_ANATOMICAL LOCATION	CORONARY_ARTERY,_ANTERIOR_DESCENDING	LOC	C32089	SYNONYM
275	Left Anterior Descending Coronary Artery	LOC_CORONARY ARTERY, ANTERIOR DESCENDING_ANATOMICAL LOCATION	CORONARY_ARTERY,_ANTERIOR_DESCENDING	LOC	C32089	SYNONYM
276	Anterior Descending Coronary Artery	LOC_CORONARY ARTERY, ANTERIOR DESCENDING_ANATOMICAL LOCATION	CORONARY_ARTERY,_ANTERIOR_DESCENDING	LOC	C32089	PRIMARY
277	LM	LOC_CORONARY ARTERY, LEFT_ANATOMICAL LOCATION	CORONARY_ARTERY,_LEFT	LOC	C12872	SYNONYM
278	Left Coronary Artery	LOC_CORONARY ARTERY, LEFT_ANATOMICAL LOCATION	CORONARY_ARTERY,_LEFT	LOC	C12872	SYNONYM
279	Left Main Coronary Artery	LOC_CORONARY ARTERY, LEFT_ANATOMICAL LOCATION	CORONARY_ARTERY,_LEFT	LOC	C12872	SYNONYM
280	Left Main Coronary Artery Segment	LOC_CORONARY ARTERY, LEFT_ANATOMICAL LOCATION	CORONARY_ARTERY,_LEFT	LOC	C12872	SYNONYM
281	Left Coronary Artery	LOC_CORONARY ARTERY, LEFT_ANATOMICAL LOCATION	CORONARY_ARTERY,_LEFT	LOC	C12872	PRIMARY
282	Right Coronary Artery	LOC_CORONARY ARTERY, RIGHT_ANATOMICAL LOCATION	CORONARY_ARTERY,_RIGHT	LOC	C12875	SYNONYM
283	Right Coronary Artery	LOC_CORONARY ARTERY, RIGHT_ANATOMICAL LOCATION	CORONARY_ARTERY,_RIGHT	LOC	C12875	PRIMARY
284	Coronary Sinus	LOC_CORONARY SINUS_ANATOMICAL LOCATION	CORONARY_SINUS	LOC	C32378	PRIMARY
285	Coronary Vein	LOC_CORONARY VEIN_ANATOMICAL LOCATION	CORONARY_VEIN	LOC	C12882	PRIMARY
286	Corpus Callosum	LOC_CORPUS CALLOSUM_ANATOMICAL LOCATION	CORPUS_CALLOSUM	LOC	C12446	PRIMARY
287	Body of the Corpus Callosum	LOC_CORPUS CALLOSUM, BODY_ANATOMICAL LOCATION	CORPUS_CALLOSUM,_BODY	LOC	C32216	PRIMARY
288	Genu of the Corpus Callosum	LOC_CORPUS CALLOSUM, GENU_ANATOMICAL LOCATION	CORPUS_CALLOSUM,_GENU	LOC	C32675	PRIMARY
289	Splenium of the Corpus Callosum	LOC_CORPUS CALLOSUM, SPLENIUM_ANATOMICAL LOCATION	CORPUS_CALLOSUM,_SPLENIUM	LOC	C33610	PRIMARY
290	Corpus Luteum	LOC_CORPUS LUTEUM_ANATOMICAL LOCATION	CORPUS_LUTEUM	LOC	C26465	SYNONYM
291	Corpus Luteum	LOC_CORPUS LUTEUM_ANATOMICAL LOCATION	CORPUS_LUTEUM	LOC	C26465	PRIMARY
292	Corpus Striatum	LOC_CORPUS STRIATUM_ANATOMICAL LOCATION	CORPUS_STRIATUM	LOC	C12448	PRIMARY
293	Uterine Body	LOC_CORPUS UTERI_ANATOMICAL LOCATION	CORPUS_UTERI	LOC	C12316	SYNONYM
294	Uterus, Corpus	LOC_CORPUS UTERI_ANATOMICAL LOCATION	CORPUS_UTERI	LOC	C12316	SYNONYM
295	Corpus Uteri	LOC_CORPUS UTERI_ANATOMICAL LOCATION	CORPUS_UTERI	LOC	C12316	PRIMARY
296	Costal Cartilage	LOC_COSTAL CARTILAGE_ANATOMICAL LOCATION	COSTAL_CARTILAGE	LOC	C32391	SYNONYM
297	Costal Cartilage	LOC_COSTAL CARTILAGE_ANATOMICAL LOCATION	COSTAL_CARTILAGE	LOC	C32391	PRIMARY
298	Costochondral Joint 1	LOC_COSTOCHONDRAL JOINT 1_ANATOMICAL LOCATION	COSTOCHONDRAL_JOINT_1	LOC	C102288	PRIMARY
299	Costochondral Joint 7	LOC_COSTOCHONDRAL JOINT 7_ANATOMICAL LOCATION	COSTOCHONDRAL_JOINT_7	LOC	C102289	PRIMARY
300	Intracranial Cavity	LOC_CRANIAL CAVITY_ANATOMICAL LOCATION	CRANIAL_CAVITY	LOC	C77638	SYNONYM
301	Cranial Cavity	LOC_CRANIAL CAVITY_ANATOMICAL LOCATION	CRANIAL_CAVITY	LOC	C77638	PRIMARY
302	Cranial Nerve	LOC_CRANIAL NERVE_ANATOMICAL LOCATION	CRANIAL_NERVE	LOC	C12700	PRIMARY
303	Cuboid Bone	LOC_CUBOID BONE_ANATOMICAL LOCATION	CUBOID_BONE	LOC	C32414	SYNONYM
304	Cuboid Bone	LOC_CUBOID BONE_ANATOMICAL LOCATION	CUBOID_BONE	LOC	C32414	PRIMARY
305	Deltoid	LOC_DELTOID MUSCLE_ANATOMICAL LOCATION	DELTOID_MUSCLE	LOC	C32446	PRIMARY
306	Diaphragm	LOC_DIAPHRAGM_ANATOMICAL LOCATION	DIAPHRAGM	LOC	C12702	PRIMARY
307	Diaphragmatic Lymph Node	LOC_DIAPHRAGMATIC LYMPH NODE_ANATOMICAL LOCATION	DIAPHRAGMATIC_LYMPH_NODE	LOC	C132391	PRIMARY
308	DCIRC	LOC_DISTAL CIRCUMFLEX ARTERY_ANATOMICAL LOCATION	DISTAL_CIRCUMFLEX_ARTERY	LOC	C102290	SYNONYM
309	DISTAL CIRCUMFLEX ARTERY SEGMENT	LOC_DISTAL CIRCUMFLEX ARTERY_ANATOMICAL LOCATION	DISTAL_CIRCUMFLEX_ARTERY	LOC	C102290	SYNONYM
310	Distal Circumflex Artery	LOC_DISTAL CIRCUMFLEX ARTERY_ANATOMICAL LOCATION	DISTAL_CIRCUMFLEX_ARTERY	LOC	C102290	PRIMARY
311	Distal Common Bile Duct	LOC_DISTAL COMMON BILE DUCT_ANATOMICAL LOCATION	DISTAL_COMMON_BILE_DUCT	LOC	C60801	PRIMARY
312	Distal Femur R1	LOC_DISTAL FEMUR R1_ANATOMICAL LOCATION	DISTAL_FEMUR_R1	LOC	C139208	PRIMARY
313	DIP2	LOC_DISTAL INTERPHALANGEAL JOINT 2_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2	LOC	C102291	SYNONYM
314	Distal Interphalangeal Joint 2	LOC_DISTAL INTERPHALANGEAL JOINT 2_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2	LOC	C102291	PRIMARY
315	DIP2 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 2 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2_OF_THE_FOOT	LOC	C114198	SYNONYM
316	Distal Interphalangeal Joint 2 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 2 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2_OF_THE_FOOT	LOC	C114198	PRIMARY
317	DIP2 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 2 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2_OF_THE_HAND	LOC	C114188	SYNONYM
318	Distal Interphalangeal Joint 2 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 2 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_2_OF_THE_HAND	LOC	C114188	PRIMARY
319	DIP3	LOC_DISTAL INTERPHALANGEAL JOINT 3_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3	LOC	C102292	SYNONYM
320	Distal Interphalangeal Joint 3	LOC_DISTAL INTERPHALANGEAL JOINT 3_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3	LOC	C102292	PRIMARY
321	DIP3 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 3 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3_OF_THE_FOOT	LOC	C114199	SYNONYM
322	Distal Interphalangeal Joint 3 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 3 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3_OF_THE_FOOT	LOC	C114199	PRIMARY
323	DIP3 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 3 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3_OF_THE_HAND	LOC	C114189	SYNONYM
324	Distal Interphalangeal Joint 3 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 3 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_3_OF_THE_HAND	LOC	C114189	PRIMARY
325	DIP4	LOC_DISTAL INTERPHALANGEAL JOINT 4_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4	LOC	C102293	SYNONYM
326	Distal Interphalangeal Joint 4	LOC_DISTAL INTERPHALANGEAL JOINT 4_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4	LOC	C102293	PRIMARY
327	DIP4 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 4 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4_OF_THE_FOOT	LOC	C114275	SYNONYM
328	Distal Interphalangeal Joint 4 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 4 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4_OF_THE_FOOT	LOC	C114275	PRIMARY
329	DIP4 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 4 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4_OF_THE_HAND	LOC	C114273	SYNONYM
330	Distal Interphalangeal Joint 4 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 4 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_4_OF_THE_HAND	LOC	C114273	PRIMARY
331	DIP5	LOC_DISTAL INTERPHALANGEAL JOINT 5_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5	LOC	C102294	SYNONYM
332	Distal Interphalangeal Joint 5	LOC_DISTAL INTERPHALANGEAL JOINT 5_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5	LOC	C102294	PRIMARY
333	DIP5 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 5 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5_OF_THE_FOOT	LOC	C114276	SYNONYM
334	Distal Interphalangeal Joint 5 of the Foot	LOC_DISTAL INTERPHALANGEAL JOINT 5 OF THE FOOT_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5_OF_THE_FOOT	LOC	C114276	PRIMARY
335	DIP5 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 5 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5_OF_THE_HAND	LOC	C114274	SYNONYM
336	Distal Interphalangeal Joint 5 of the Hand	LOC_DISTAL INTERPHALANGEAL JOINT 5 OF THE HAND_ANATOMICAL LOCATION	DISTAL_INTERPHALANGEAL_JOINT_5_OF_THE_HAND	LOC	C114274	PRIMARY
337	DISTAL LAD ARTERY SEGMENT	LOC_DISTAL LAD ARTERY_ANATOMICAL LOCATION	DISTAL_LAD_ARTERY	LOC	C102295	SYNONYM
338	DLAD	LOC_DISTAL LAD ARTERY_ANATOMICAL LOCATION	DISTAL_LAD_ARTERY	LOC	C102295	SYNONYM
339	Distal Left Anterior Descending Artery	LOC_DISTAL LAD ARTERY_ANATOMICAL LOCATION	DISTAL_LAD_ARTERY	LOC	C102295	PRIMARY
340	Hand Digit 2 Distal Phalanx	LOC_DISTAL PHALANX 2 OF THE HAND_ANATOMICAL LOCATION	DISTAL_PHALANX_2_OF_THE_HAND	LOC	C139190	PRIMARY
341	Hand Digit 3 Distal Phalanx	LOC_DISTAL PHALANX 3 OF THE HAND_ANATOMICAL LOCATION	DISTAL_PHALANX_3_OF_THE_HAND	LOC	C139191	PRIMARY
342	Hand Digit 4 Distal Phalanx	LOC_DISTAL PHALANX 4 OF THE HAND_ANATOMICAL LOCATION	DISTAL_PHALANX_4_OF_THE_HAND	LOC	C139192	PRIMARY
343	Hand Digit 5 Distal Phalanx	LOC_DISTAL PHALANX 5 OF THE HAND_ANATOMICAL LOCATION	DISTAL_PHALANX_5_OF_THE_HAND	LOC	C139193	PRIMARY
344	Distal Radioulnar Joint	LOC_DISTAL RADIOULNAR JOINT_ANATOMICAL LOCATION	DISTAL_RADIOULNAR_JOINT	LOC	C139194	PRIMARY
345	DISTAL RIGHT CORONARY ARTERY CONDUIT SEGMENT	LOC_DISTAL RIGHT CORONARY ARTERY CONDUIT_ANATOMICAL LOCATION	DISTAL_RIGHT_CORONARY_ARTERY_CONDUIT	LOC	C102296	SYNONYM
346	DRCA	LOC_DISTAL RIGHT CORONARY ARTERY CONDUIT_ANATOMICAL LOCATION	DISTAL_RIGHT_CORONARY_ARTERY_CONDUIT	LOC	C102296	SYNONYM
347	Distal Right Coronary Artery Conduit	LOC_DISTAL RIGHT CORONARY ARTERY CONDUIT_ANATOMICAL LOCATION	DISTAL_RIGHT_CORONARY_ARTERY_CONDUIT	LOC	C102296	PRIMARY
348	Distant Lymph Node	LOC_DISTANT LYMPH NODE_ANATOMICAL LOCATION	DISTANT_LYMPH_NODE	LOC	C106042	PRIMARY
349	Dorsal Motor Nucleus	LOC_DORSAL MOTOR NUCLEUS_ANATOMICAL LOCATION	DORSAL_MOTOR_NUCLEUS	LOC	C12934	PRIMARY
350	Dorsalis Pedis Artery	LOC_DORSALIS PEDIS ARTERY_ANATOMICAL LOCATION	DORSALIS_PEDIS_ARTERY	LOC	C32478	SYNONYM
351	Dorsalis Pedis Artery	LOC_DORSALIS PEDIS ARTERY_ANATOMICAL LOCATION	DORSALIS_PEDIS_ARTERY	LOC	C32478	PRIMARY
352	Duodenum	LOC_DUODENUM_ANATOMICAL LOCATION	DUODENUM	LOC	C12263	PRIMARY
353	Dural Venous Sinus	LOC_DURAL VENOUS SINUS_ANATOMICAL LOCATION	DURAL_VENOUS_SINUS	LOC	C102627	PRIMARY
354	Ear	LOC_EAR_ANATOMICAL LOCATION	EAR	LOC	C12394	PRIMARY
355	Internal Ear	LOC_EAR, INNER_ANATOMICAL LOCATION	EAR,_INNER	LOC	C12499	SYNONYM
356	Labyrinth	LOC_EAR, INNER_ANATOMICAL LOCATION	EAR,_INNER	LOC	C12499	SYNONYM
357	Inner Ear	LOC_EAR, INNER_ANATOMICAL LOCATION	EAR,_INNER	LOC	C12499	PRIMARY
358	Auricle	LOC_EAR, OUTER_ANATOMICAL LOCATION	EAR,_OUTER	LOC	C12292	SYNONYM
359	External Ear	LOC_EAR, OUTER_ANATOMICAL LOCATION	EAR,_OUTER	LOC	C12292	SYNONYM
360	External Ear	LOC_EAR, OUTER_ANATOMICAL LOCATION	EAR,_OUTER	LOC	C12292	PRIMARY
361	Elbow Joint	LOC_ELBOW JOINT_ANATOMICAL LOCATION	ELBOW_JOINT	LOC	C32497	SYNONYM
362	Elbow Joint	LOC_ELBOW JOINT_ANATOMICAL LOCATION	ELBOW_JOINT	LOC	C32497	PRIMARY
363	Endocardium	LOC_ENDOCARDIUM_ANATOMICAL LOCATION	ENDOCARDIUM	LOC	C13004	PRIMARY
364	Endocervix	LOC_ENDOCERVIX_ANATOMICAL LOCATION	ENDOCERVIX	LOC	C12309	PRIMARY
365	Endometrial Cavity	LOC_ENDOMETRIAL CAVITY_ANATOMICAL LOCATION	ENDOMETRIAL_CAVITY	LOC	C32514	SYNONYM
366	Endometrial Cavity	LOC_ENDOMETRIAL CAVITY_ANATOMICAL LOCATION	ENDOMETRIAL_CAVITY	LOC	C32514	PRIMARY
367	Endometrium	LOC_ENDOMETRIUM_ANATOMICAL LOCATION	ENDOMETRIUM	LOC	C12313	PRIMARY
368	Entorhinal Cortex	LOC_ENTORHINAL CORTEX_ANATOMICAL LOCATION	ENTORHINAL_CORTEX	LOC	C97338	PRIMARY
369	Epicardium	LOC_EPICARDIUM_ANATOMICAL LOCATION	EPICARDIUM	LOC	C13164	PRIMARY
370	Epicondyle	LOC_EPICONDYLE_ANATOMICAL LOCATION	EPICONDYLE	LOC	C69300	SYNONYM
371	Epicondyle	LOC_EPICONDYLE_ANATOMICAL LOCATION	EPICONDYLE	LOC	C69300	PRIMARY
372	Epididymis	LOC_EPIDIDYMIS_ANATOMICAL LOCATION	EPIDIDYMIS	LOC	C12328	PRIMARY
373	Epidural Spinal Canal Space	LOC_EPIDURAL SPACE_ANATOMICAL LOCATION	EPIDURAL_SPACE	LOC	C41449	PRIMARY
374	Epigastric Lymph Node	LOC_EPIGASTRIC LYMPH NODE_ANATOMICAL LOCATION	EPIGASTRIC_LYMPH_NODE	LOC	C139195	PRIMARY
375	Epigastric Region	LOC_EPIGASTRIC REGION_ANATOMICAL LOCATION	EPIGASTRIC_REGION	LOC	C32525	PRIMARY
